seed,model_variant,threshold_min,group,n_clinical_R1,n_geo_realizations,n_unique_origins,fnr,C,J,J_ind,E,D,joint_event_count,constrained_event_count
47,none,45.0,1,37,3700,3514,0.21621621621621623,0.054864864864864867,0.013243243243243243,0.011862673484295106,0.0013805697589481369,0.026623805626497604,49,203
47,none,45.0,ALL,42,4200,3962,0.19047619047619047,0.05380952380952381,0.011666666666666667,0.010249433106575962,0.001417233560090705,0.027835799956353463,49,226
47,none,60.0,0,5,500,497,0.0,0.016,0.0,0.0,0.0,0.0,0,8
47,none,60.0,1,37,3700,3514,0.21621621621621623,0.023783783783783784,0.006216216216216216,0.0051424397370343315,0.0010737764791818845,0.04624735729386892,23,88
47,none,60.0,ALL,42,4200,3962,0.19047619047619047,0.022857142857142857,0.0054761904761904765,0.004353741496598639,0.0011224489795918372,0.05025584795321639,23,96
47,none,90.0,0,5,500,497,0.0,0.008,0.0,0.0,0.0,0.0,0,4
47,none,90.0,1,37,3700,3514,0.21621621621621623,0.0035135135135135136,0.0008108108108108108,0.0007596785975164354,5.113221329437539e-05,0.014604327053472727,3,13
47,none,90.0,ALL,42,4200,3962,0.19047619047619047,0.004047619047619047,0.0007142857142857143,0.0007709750566893423,-5.668934240362798e-05,-0.014062521972690561,3,17
47,reweighing,30.0,0,5,500,497,0.0,0.138,0.0,0.0,0.0,0.0,0,69
47,reweighing,30.0,1,37,3700,3514,0.21621621621621623,0.14162162162162162,0.03135135135135135,0.030620891161431702,0.0007304601899196482,0.0060088065068164,116,524
47,reweighing,30.0,ALL,42,4200,3962,0.19047619047619047,0.1411904761904762,0.02761904761904762,0.02689342403628118,0.0007256235827664409,0.005984241808250884,116,593
47,reweighing,45.0,0,5,500,497,0.0,0.046,0.0,0.0,0.0,0.0,0,23
47,reweighing,45.0,1,37,3700,3514,0.21621621621621623,0.054864864864864867,0.013243243243243243,0.011862673484295106,0.0013805697589481369,0.026623805626497604,49,203
47,reweighing,45.0,ALL,42,4200,3962,0.19047619047619047,0.05380952380952381,0.011666666666666667,0.010249433106575962,0.001417233560090705,0.027835799956353463,49,226
47,reweighing,60.0,0,5,500,497,0.0,0.016,0.0,0.0,0.0,0.0,0,8
47,reweighing,60.0,1,37,3700,3514,0.21621621621621623,0.023783783783783784,0.006216216216216216,0.0051424397370343315,0.0010737764791818845,0.04624735729386892,23,88
47,reweighing,60.0,ALL,42,4200,3962,0.19047619047619047,0.022857142857142857,0.0054761904761904765,0.004353741496598639,0.0011224489795918372,0.05025584795321639,23,96
47,reweighing,90.0,0,5,500,497,0.0,0.008,0.0,0.0,0.0,0.0,0,4
47,reweighing,90.0,1,37,3700,3514,0.21621621621621623,0.0035135135135135136,0.0008108108108108108,0.0007596785975164354,5.113221329437539e-05,0.014604327053472727,3,13
47,reweighing,90.0,ALL,42,4200,3962,0.19047619047619047,0.004047619047619047,0.0007142857142857143,0.0007709750566893423,-5.668934240362798e-05,-0.014062521972690561,3,17
47,post_processing,30.0,0,5,500,497,0.0,0.138,0.0,0.0,0.0,0.0,0,69
47,post_processing,30.0,1,37,3700,3514,0.35135135135135137,0.14162162162162162,0.049189189189189186,0.049758948137326516,-0.0005697589481373291,-0.004686869075316735,182,524
47,post_processing,30.0,ALL,42,4200,3962,0.30952380952380953,0.1411904761904762,0.043333333333333335,0.04370181405895692,-0.0003684807256235864,-0.0030388727932523785,182,593
47,post_processing,45.0,0,5,500,497,0.0,0.046,0.0,0.0,0.0,0.0,0,23
47,post_processing,45.0,1,37,3700,3514,0.35135135135135137,0.054864864864864867,0.021621621621621623,0.01927684441197955,0.002344777209642074,0.045218209556115,80,203
47,post_processing,45.0,ALL,42,4200,3962,0.30952380952380953,0.05380952380952381,0.01904761904761905,0.01665532879818594,0.002392290249433108,0.04698683032632467,80,226
47,post_processing,60.0,0,5,500,497,0.0,0.016,0.0,0.0,0.0,0.0,0,8
47,post_processing,60.0,1,37,3700,3514,0.35135135135135137,0.023783783783783784,0.01,0.00835646457268079,0.001643535427319211,0.07078677136816675,37,88
47,post_processing,60.0,ALL,42,4200,3962,0.30952380952380953,0.022857142857142857,0.008809523809523809,0.007074829931972789,0.0017346938775510195,0.0776681286549708,37,96
47,post_processing,90.0,0,5,500,497,0.0,0.008,0.0,0.0,0.0,0.0,0,4
47,post_processing,90.0,1,37,3700,3514,0.35135135135135137,0.0035135135135135136,0.0018918918918918919,0.0012344777209642075,0.0006574141709276844,0.18776991925893471,7,13
47,post_processing,90.0,ALL,42,4200,3962,0.30952380952380953,0.004047619047619047,0.0016666666666666668,0.0012528344671201813,0.0004138321995464855,0.10265641040064122,7,17
48,none,30.0,0,8,800,790,0.25,0.1325,0.03,0.033125,-0.0031250000000000028,-0.027187211135881684,24,106
48,none,30.0,1,34,3400,3240,0.29411764705882354,0.14352941176470588,0.04147058823529412,0.04221453287197232,-0.0007439446366781996,-0.006051837506755531,141,488
48,none,30.0,ALL,42,4200,3954,0.2857142857142857,0.14142857142857143,0.039285714285714285,0.04040816326530612,-0.0011224489795918363,-0.009243852837862832,165,594
48,none,45.0,0,8,800,790,0.25,0.06125,0.01125,0.0153125,-0.0040625,-0.07065409386124624,9,49
48,none,45.0,1,34,3400,3240,0.29411764705882354,0.04823529411764706,0.010588235294117647,0.014186851211072665,-0.0035986159169550183,-0.0783864451747113,36,164
48,none,45.0,ALL,42,4200,3954,0.2857142857142857,0.05071428571428571,0.010714285714285714,0.014489795918367345,-0.003775510204081631,-0.07842389173263814,45,213
48,none,60.0,0,8,800,790,0.25,0.03125,0.005,0.0078125,-0.0028125,-0.09290322580645163,4,25
48,none,60.0,1,34,3400,3240,0.29411764705882354,0.01911764705882353,0.0035294117647058825,0.005622837370242215,-0.0020934256055363323,-0.11163648944758386,12,65
48,none,60.0,ALL,42,4200,3954,0.2857142857142857,0.02142857142857143,0.0038095238095238095,0.006122448979591836,-0.002312925170068027,-0.1103000811030008,16,90
48,none,90.0,0,8,800,790,0.25,0.00625,0.0,0.0015625,-0.0015625,-0.25157232704402516,0,5
48,none,90.0,1,34,3400,3240,0.29411764705882354,0.0029411764705882353,0.0008823529411764706,0.0008650519031141869,1.7301038062283742e-05,0.005899705014749235,3,10
48,none,90.0,ALL,42,4200,3954,0.2857142857142857,0.0035714285714285713,0.0007142857142857143,0.001020408163265306,-0.0003061224489795917,-0.08602150537634407,3,15
48,reweighing,30.0,0,8,800,790,0.0,0.1325,0.0,0.0,0.0,0.0,0,106
48,reweighing,30.0,1,34,3400,3240,0.3235294117647059,0.14352941176470588,0.04588235294117647,0.04643598615916955,-0.0005536332179930797,-0.004503693028283184,156,488
48,reweighing,30.0,ALL,42,4200,3954,0.2619047619047619,0.14142857142857143,0.037142857142857144,0.03704081632653061,0.00010204081632653184,0.0008403502579875655,156,594
48,reweighing,45.0,0,8,800,790,0.0,0.06125,0.0,0.0,0.0,0.0,0,49
48,reweighing,45.0,1,34,3400,3240,0.3235294117647059,0.04823529411764706,0.011764705882352941,0.01560553633217993,-0.00384083044982699,-0.08366245590762461,40,164
48,reweighing,45.0,ALL,42,4200,3954,0.2619047619047619,0.05071428571428571,0.009523809523809525,0.013282312925170068,-0.0037585034013605436,-0.07807063095906769,40,213
48,reweighing,60.0,0,8,800,790,0.0,0.03125,0.0,0.0,0.0,0.0,0,25
48,reweighing,60.0,1,34,3400,3240,0.3235294117647059,0.01911764705882353,0.00411764705882353,0.006185121107266437,-0.0020674740484429074,-0.11025256602467998,14,65
48,reweighing,60.0,ALL,42,4200,3954,0.2619047619047619,0.02142857142857143,0.0033333333333333335,0.005612244897959184,-0.0022789115646258506,-0.10867802108678021,14,90
48,reweighing,90.0,0,8,800,790,0.0,0.00625,0.0,0.0,0.0,0.0,0,5
48,reweighing,90.0,1,34,3400,3240,0.3235294117647059,0.0029411764705882353,0.0008823529411764706,0.0009515570934256056,-6.920415224913497e-05,-0.02359882005899705,3,10
48,reweighing,90.0,ALL,42,4200,3954,0.2619047619047619,0.0035714285714285713,0.0007142857142857143,0.0009353741496598639,-0.00022108843537414964,-0.062126642771804075,3,15
48,post_processing,30.0,0,8,800,790,0.0,0.1325,0.0,0.0,0.0,0.0,0,106
48,post_processing,30.0,1,34,3400,3240,0.4117647058823529,0.14352941176470588,0.058823529411764705,0.05910034602076124,-0.00027681660899653293,-0.0022518465141415644,200,488
48,post_processing,30.0,ALL,42,4200,3954,0.3333333333333333,0.14142857142857143,0.047619047619047616,0.04714285714285714,0.0004761904761904773,0.003921634537275176,200,594
48,post_processing,45.0,0,8,800,790,0.0,0.06125,0.0,0.0,0.0,0.0,0,49
48,post_processing,45.0,1,34,3400,3240,0.4117647058823529,0.04823529411764706,0.017058823529411765,0.019861591695501727,-0.002802768166089962,-0.06105098133799636,58,164
48,post_processing,45.0,ALL,42,4200,3954,0.3333333333333333,0.05071428571428571,0.01380952380952381,0.0169047619047619,-0.003095238095238092,-0.06429346078982046,58,213
48,post_processing,60.0,0,8,800,790,0.0,0.03125,0.0,0.0,0.0,0.0,0,25
48,post_processing,60.0,1,34,3400,3240,0.4117647058823529,0.01911764705882353,0.006176470588235294,0.007871972318339101,-0.0016955017301038076,-0.09041633029639023,21,65
48,post_processing,60.0,ALL,42,4200,3954,0.3333333333333333,0.02142857142857143,0.005,0.007142857142857143,-0.0021428571428571425,-0.1021897810218978,21,90
48,post_processing,90.0,0,8,800,790,0.0,0.00625,0.0,0.0,0.0,0.0,0,5
48,post_processing,90.0,1,34,3400,3240,0.4117647058823529,0.0029411764705882353,0.001176470588235294,0.0012110726643598615,-3.4602076124567484e-05,-0.011799410029498525,4,10
48,post_processing,90.0,ALL,42,4200,3954,0.3333333333333333,0.0035714285714285713,0.0009523809523809524,0.0011904761904761904,-0.000238095238095238,-0.06690561529271205,4,15
49,none,30.0,0,10,1000,989,0.2,0.146,0.029,0.0292,-0.0001999999999999988,-0.0016040550511693674,29,146
49,none,30.0,1,32,3200,3058,0.375,0.1403125,0.056875,0.0526171875,0.0042578124999999994,0.03529795603785302,182,449
49,none,30.0,ALL,42,4200,3933,0.3333333333333333,0.14166666666666666,0.05023809523809524,0.04722222222222222,0.0030158730158730204,0.024802153871257282,211,595
49,none,45.0,0,10,1000,989,0.2,0.051,0.014,0.0102,0.0037999999999999996,0.07851401888468773,14,51
49,none,45.0,1,32,3200,3058,0.375,0.0478125,0.0175,0.0179296875,-0.0004296874999999978,-0.00943819164248133,56,153
49,none,45.0,ALL,42,4200,3933,0.3333333333333333,0.04857142857142857,0.016666666666666666,0.01619047619047619,0.0004761904761904773,0.010304422069127961,70,204
49,none,60.0,0,10,1000,989,0.2,0.024,0.005,0.0048000000000000004,0.00019999999999999966,0.008538251366120214,5,24
49,none,60.0,1,32,3200,3058,0.375,0.0215625,0.00875,0.0080859375,0.0006640625000000015,0.03147579835122366,28,69
49,none,60.0,ALL,42,4200,3933,0.3333333333333333,0.02214285714285714,0.007857142857142858,0.00738095238095238,0.0004761904761904773,0.021992349804032474,33,93
49,none,90.0,0,10,1000,989,0.2,0.002,0.0,0.0004,-0.0004,-0.20040080160320642,0,2
49,none,90.0,1,32,3200,3058,0.375,0.0046875,0.0015625,0.0017578124999999998,-0.00019531249999999974,-0.04186289900575618,5,15
49,none,90.0,ALL,42,4200,3933,0.3333333333333333,0.004047619047619047,0.0011904761904761906,0.001349206349206349,-0.0001587301587301585,-0.039375061523533594,5,17
49,reweighing,30.0,0,10,1000,989,0.1,0.146,0.017,0.0146,0.002400000000000001,0.01924866061403227,17,146
49,reweighing,30.0,1,32,3200,3058,0.34375,0.1403125,0.049375,0.048232421875,0.0011425781250000017,0.009472157927589042,158,449
49,reweighing,30.0,ALL,42,4200,3933,0.2857142857142857,0.14166666666666666,0.041666666666666664,0.04047619047619047,0.0011904761904761932,0.009790323896548936,175,595
49,reweighing,45.0,0,10,1000,989,0.1,0.051,0.006,0.0051,0.0008999999999999998,0.018595425525320772,6,51
49,reweighing,45.0,1,32,3200,3058,0.34375,0.0478125,0.0159375,0.016435546875000002,-0.0004980468750000015,-0.010939722131057872,51,153
49,reweighing,45.0,ALL,42,4200,3933,0.2857142857142857,0.04857142857142857,0.013571428571428571,0.013877551020408163,-0.00030612244897959204,-0.006624271330153697,57,204
49,reweighing,60.0,0,10,1000,989,0.1,0.024,0.001,0.0024000000000000002,-0.0014000000000000002,-0.059767759562841534,1,24
49,reweighing,60.0,1,32,3200,3058,0.34375,0.0215625,0.00875,0.007412109375,0.001337890625000001,0.06341447608996525,28,69
49,reweighing,60.0,ALL,42,4200,3933,0.2857142857142857,0.02214285714285714,0.006904761904761905,0.0063265306122448975,0.0005782312925170074,0.02670499619061084,29,93
49,reweighing,90.0,0,10,1000,989,0.1,0.002,0.0,0.0002,-0.0002,-0.10020040080160321,0,2
49,reweighing,90.0,1,32,3200,3058,0.34375,0.0046875,0.0015625,0.001611328125,-4.8828124999999827e-05,-0.010465724751439032,5,15
49,reweighing,90.0,ALL,42,4200,3933,0.2857142857142857,0.004047619047619047,0.0011904761904761906,0.0011564625850340134,3.4013605442177134e-05,0.008437513183614354,5,17
49,post_processing,30.0,0,10,1000,989,0.0,0.146,0.0,0.0,0.0,0.0,0,146
49,post_processing,30.0,1,32,3200,3058,0.375,0.1403125,0.056875,0.0526171875,0.0042578124999999994,0.03529795603785302,182,449
49,post_processing,30.0,ALL,42,4200,3933,0.2857142857142857,0.14166666666666666,0.043333333333333335,0.04047619047619047,0.0028571428571428636,0.0234967773517174,182,595
49,post_processing,45.0,0,10,1000,989,0.0,0.051,0.0,0.0,0.0,0.0,0,51
49,post_processing,45.0,1,32,3200,3058,0.375,0.0478125,0.0175,0.0179296875,-0.0004296874999999978,-0.00943819164248133,56,153
49,post_processing,45.0,ALL,42,4200,3933,0.2857142857142857,0.04857142857142857,0.013333333333333334,0.013877551020408163,-0.0005442176870748289,-0.011776482364717622,56,204
49,post_processing,60.0,0,10,1000,989,0.0,0.024,0.0,0.0,0.0,0.0,0,24
49,post_processing,60.0,1,32,3200,3058,0.375,0.0215625,0.00875,0.0080859375,0.0006640625000000015,0.03147579835122366,28,69
49,post_processing,60.0,ALL,42,4200,3933,0.2857142857142857,0.02214285714285714,0.006666666666666667,0.0063265306122448975,0.0003401360544217696,0.015708821288594632,28,93
49,post_processing,90.0,0,10,1000,989,0.0,0.002,0.0,0.0,0.0,0.0,0,2
49,post_processing,90.0,1,32,3200,3058,0.375,0.0046875,0.0015625,0.0017578124999999998,-0.00019531249999999974,-0.04186289900575618,5,15
49,post_processing,90.0,ALL,42,4200,3933,0.2857142857142857,0.004047619047619047,0.0011904761904761906,0.0011564625850340134,3.4013605442177134e-05,0.008437513183614354,5,17
50,none,30.0,0,5,500,496,0.2,0.158,0.038,0.0316,0.006399999999999996,0.0481072792326889,19,79
50,none,30.0,1,37,3700,3501,0.24324324324324326,0.1483783783783784,0.03783783783783784,0.03609203798392988,0.0017457998539079575,0.013815835490973788,140,549
50,none,30.0,ALL,42,4200,3941,0.23809523809523808,0.14952380952380953,0.03785714285714286,0.035600907029478455,0.0022562358276644046,0.01774238414847254,159,628
50,none,45.0,0,5,500,496,0.2,0.058,0.012,0.011600000000000001,0.0003999999999999993,0.007321180174244074,6,29
50,none,45.0,1,37,3700,3501,0.24324324324324326,0.05243243243243243,0.012972972972972972,0.012753834915997079,0.00021913805697589342,0.004410700948594748,48,194
50,none,45.0,ALL,42,4200,3941,0.23809523809523808,0.0530952380952381,0.012857142857142857,0.01264172335600907,0.00021541950113378693,0.004284726865575711,54,223
50,none,60.0,0,5,500,496,0.2,0.022,0.004,0.0044,-0.0004000000000000002,-0.018590816136828392,2,11
50,none,60.0,1,37,3700,3501,0.24324324324324326,0.01945945945945946,0.005135135135135135,0.004733382030679328,0.00040175310445580634,0.0210553717995835,19,72
50,none,60.0,ALL,42,4200,3941,0.23809523809523808,0.019761904761904762,0.005,0.004705215419501134,0.0002947845804988662,0.015217537626824984,21,83
50,none,90.0,0,5,500,496,0.2,0.002,0.0,0.0004,-0.0004,-0.20040080160320642,0,1
50,none,90.0,1,37,3700,3501,0.24324324324324326,0.002702702702702703,0.0,0.0006574141709276845,-0.0006574141709276845,-0.24390243902439024,0,10
50,none,90.0,ALL,42,4200,3941,0.23809523809523808,0.002619047619047619,0.0,0.0006235827664399093,-0.0006235827664399093,-0.23872045834328,0,11
50,reweighing,30.0,0,5,500,496,0.2,0.158,0.038,0.0316,0.006399999999999996,0.0481072792326889,19,79
50,reweighing,30.0,1,37,3700,3501,0.24324324324324326,0.1483783783783784,0.03783783783783784,0.03609203798392988,0.0017457998539079575,0.013815835490973788,140,549
50,reweighing,30.0,ALL,42,4200,3941,0.23809523809523808,0.14952380952380953,0.03785714285714286,0.035600907029478455,0.0022562358276644046,0.01774238414847254,159,628
50,reweighing,45.0,0,5,500,496,0.2,0.058,0.012,0.011600000000000001,0.0003999999999999993,0.007321180174244074,6,29
50,reweighing,45.0,1,37,3700,3501,0.24324324324324326,0.05243243243243243,0.012972972972972972,0.012753834915997079,0.00021913805697589342,0.004410700948594748,48,194
50,reweighing,45.0,ALL,42,4200,3941,0.23809523809523808,0.0530952380952381,0.012857142857142857,0.01264172335600907,0.00021541950113378693,0.004284726865575711,54,223
50,reweighing,60.0,0,5,500,496,0.2,0.022,0.004,0.0044,-0.0004000000000000002,-0.018590816136828392,2,11
50,reweighing,60.0,1,37,3700,3501,0.24324324324324326,0.01945945945945946,0.005135135135135135,0.004733382030679328,0.00040175310445580634,0.0210553717995835,19,72
50,reweighing,60.0,ALL,42,4200,3941,0.23809523809523808,0.019761904761904762,0.005,0.004705215419501134,0.0002947845804988662,0.015217537626824984,21,83
50,reweighing,90.0,0,5,500,496,0.2,0.002,0.0,0.0004,-0.0004,-0.20040080160320642,0,1
50,reweighing,90.0,1,37,3700,3501,0.24324324324324326,0.002702702702702703,0.0,0.0006574141709276845,-0.0006574141709276845,-0.24390243902439024,0,10
50,reweighing,90.0,ALL,42,4200,3941,0.23809523809523808,0.002619047619047619,0.0,0.0006235827664399093,-0.0006235827664399093,-0.23872045834328,0,11
50,post_processing,30.0,0,5,500,496,0.2,0.158,0.038,0.0316,0.006399999999999996,0.0481072792326889,19,79
50,post_processing,30.0,1,37,3700,3501,0.2702702702702703,0.1483783783783784,0.04135135135135135,0.040102264426588756,0.0012490869247625963,0.009884970162997941,153,549
50,post_processing,30.0,ALL,42,4200,3941,0.2619047619047619,0.14952380952380953,0.040952380952380955,0.03916099773242631,0.0017913832199546453,0.01408691806763146,172,628
50,post_processing,45.0,0,5,500,496,0.2,0.058,0.012,0.011600000000000001,0.0003999999999999993,0.007321180174244074,6,29
50,post_processing,45.0,1,37,3700,3501,0.2702702702702703,0.05243243243243243,0.014054054054054054,0.014170927684441198,-0.0001168736303871435,-0.002352373839250521,52,194
50,post_processing,45.0,ALL,42,4200,3941,0.2619047619047619,0.0530952380952381,0.01380952380952381,0.013905895691609979,-9.637188208616934e-05,-0.0019168514924944313,58,223
50,post_processing,60.0,0,5,500,496,0.2,0.022,0.004,0.0044,-0.0004000000000000002,-0.018590816136828392,2,11
50,post_processing,60.0,1,37,3700,3501,0.2702702702702703,0.01945945945945946,0.005675675675675676,0.005259313367421476,0.0004163623082541999,0.02182102168320471,21,72
50,post_processing,60.0,ALL,42,4200,3941,0.2619047619047619,0.019761904761904762,0.0054761904761904765,0.005175736961451247,0.00030045351473922954,0.015510182581187026,23,83
50,post_processing,90.0,0,5,500,496,0.2,0.002,0.0,0.0004,-0.0004,-0.20040080160320642,0,1
50,post_processing,90.0,1,37,3700,3501,0.2702702702702703,0.002702702702702703,0.0,0.0007304601899196495,-0.0007304601899196495,-0.27100271002710025,0,10
50,post_processing,90.0,ALL,42,4200,3941,0.2619047619047619,0.002619047619047619,0.0,0.0006859410430839002,-0.0006859410430839002,-0.26259250417760804,0,11
51,none,30.0,0,8,800,789,0.0,0.14375,0.0,0.0,0.0,0.0,0,115
51,none,30.0,1,34,3400,3227,0.14705882352941177,0.14147058823529413,0.019705882352941177,0.020804498269896197,-0.0010986159169550196,-0.009045332786339982,67,481
51,none,30.0,ALL,42,4200,3951,0.11904761904761904,0.1419047619047619,0.015952380952380954,0.016893424036281177,-0.0009410430839002226,-0.0077281767461954975,67,596
51,none,45.0,0,8,800,789,0.0,0.04875,0.0,0.0,0.0,0.0,0,39
51,none,45.0,1,34,3400,3227,0.14705882352941177,0.052941176470588235,0.007058823529411765,0.007785467128027682,-0.0007266435986159172,-0.014492753623188415,24,180
51,none,45.0,ALL,42,4200,3951,0.11904761904761904,0.052142857142857144,0.005714285714285714,0.006207482993197279,-0.0004931972789115648,-0.00997890665593075,24,219
51,none,60.0,0,8,800,789,0.0,0.02875,0.0,0.0,0.0,0.0,0,23
51,none,60.0,1,34,3400,3227,0.14705882352941177,0.01911764705882353,0.001176470588235294,0.0028114186851211074,-0.0016349480968858134,-0.08718717564294776,4,65
51,none,60.0,ALL,42,4200,3951,0.11904761904761904,0.02095238095238095,0.0009523809523809524,0.002494331065759637,-0.0015419501133786847,-0.07516802263883976,4,88
51,none,90.0,0,8,800,789,0.0,0.00125,0.0,0.0,0.0,0.0,0,1
51,none,90.0,1,34,3400,3227,0.14705882352941177,0.0026470588235294116,0.0002941176470588235,0.0003892733564013841,-9.515570934256058e-05,-0.03604312067892135,1,9
51,none,90.0,ALL,42,4200,3951,0.11904761904761904,0.002380952380952381,0.0002380952380952381,0.0002834467120181406,-4.53514739229025e-05,-0.019093078758949875,1,10
51,reweighing,30.0,0,8,800,789,0.0,0.14375,0.0,0.0,0.0,0.0,0,115
51,reweighing,30.0,1,34,3400,3227,0.17647058823529413,0.14147058823529413,0.02411764705882353,0.024965397923875435,-0.0008477508650519064,-0.006979863094971006,82,481
51,reweighing,30.0,ALL,42,4200,3951,0.14285714285714285,0.1419047619047619,0.019523809523809523,0.020272108843537414,-0.0007482993197278909,-0.0061452971716735305,82,596
51,reweighing,45.0,0,8,800,789,0.0,0.04875,0.0,0.0,0.0,0.0,0,39
51,reweighing,45.0,1,34,3400,3227,0.17647058823529413,0.052941176470588235,0.008529411764705883,0.009342560553633219,-0.0008131487889273363,-0.016218081435472737,29,180
51,reweighing,45.0,ALL,42,4200,3951,0.14285714285714285,0.052142857142857144,0.006904761904761905,0.007448979591836735,-0.0005442176870748298,-0.011011207344475304,29,219
51,reweighing,60.0,0,8,800,789,0.0,0.02875,0.0,0.0,0.0,0.0,0,23
51,reweighing,60.0,1,34,3400,3227,0.17647058823529413,0.01911764705882353,0.0017647058823529412,0.0033737024221453292,-0.001608996539792388,-0.08580325222004381,6,65
51,reweighing,60.0,ALL,42,4200,3951,0.14285714285714285,0.02095238095238095,0.0014285714285714286,0.0029931972789115644,-0.0015646258503401358,-0.07627343473646975,6,88
51,reweighing,90.0,0,8,800,789,0.0,0.00125,0.0,0.0,0.0,0.0,0,1
51,reweighing,90.0,1,34,3400,3227,0.17647058823529413,0.0026470588235294116,0.000588235294117647,0.0004671280276816609,0.00012110726643598608,0.04587306268226349,2,9
51,reweighing,90.0,ALL,42,4200,3951,0.14285714285714285,0.002380952380952381,0.0004761904761904762,0.00034013605442176874,0.00013605442176870745,0.057279236276849665,2,10
51,post_processing,30.0,0,8,800,789,0.0,0.14375,0.0,0.0,0.0,0.0,0,115
51,post_processing,30.0,1,34,3400,3227,0.14705882352941177,0.14147058823529413,0.019705882352941177,0.020804498269896197,-0.0010986159169550196,-0.009045332786339982,67,481
51,post_processing,30.0,ALL,42,4200,3951,0.11904761904761904,0.1419047619047619,0.015952380952380954,0.016893424036281177,-0.0009410430839002226,-0.0077281767461954975,67,596
51,post_processing,45.0,0,8,800,789,0.0,0.04875,0.0,0.0,0.0,0.0,0,39
51,post_processing,45.0,1,34,3400,3227,0.14705882352941177,0.052941176470588235,0.007058823529411765,0.007785467128027682,-0.0007266435986159172,-0.014492753623188415,24,180
51,post_processing,45.0,ALL,42,4200,3951,0.11904761904761904,0.052142857142857144,0.005714285714285714,0.006207482993197279,-0.0004931972789115648,-0.00997890665593075,24,219
51,post_processing,60.0,0,8,800,789,0.0,0.02875,0.0,0.0,0.0,0.0,0,23
51,post_processing,60.0,1,34,3400,3227,0.14705882352941177,0.01911764705882353,0.001176470588235294,0.0028114186851211074,-0.0016349480968858134,-0.08718717564294776,4,65
51,post_processing,60.0,ALL,42,4200,3951,0.11904761904761904,0.02095238095238095,0.0009523809523809524,0.002494331065759637,-0.0015419501133786847,-0.07516802263883976,4,88
51,post_processing,90.0,0,8,800,789,0.0,0.00125,0.0,0.0,0.0,0.0,0,1
51,post_processing,90.0,1,34,3400,3227,0.14705882352941177,0.0026470588235294116,0.0002941176470588235,0.0003892733564013841,-9.515570934256058e-05,-0.03604312067892135,1,9
51,post_processing,90.0,ALL,42,4200,3951,0.11904761904761904,0.002380952380952381,0.0002380952380952381,0.0002834467120181406,-4.53514739229025e-05,-0.019093078758949875,1,10
52,none,30.0,0,7,700,689,0.2857142857142857,0.13142857142857142,0.041428571428571426,0.037551020408163265,0.003877551020408161,0.03396739130434784,29,92
52,none,30.0,1,35,3500,3332,0.2571428571428571,0.14314285714285716,0.03685714285714286,0.03680816326530612,4.8979591836736946e-05,0.0003993347083758314,129,501
52,none,30.0,ALL,42,4200,3953,0.2619047619047619,0.1411904761904762,0.03761904761904762,0.03697845804988663,0.0006405895691609931,0.005282963471346436,158,593
52,none,45.0,0,7,700,689,0.2857142857142857,0.04428571428571428,0.011428571428571429,0.012653061224489795,-0.0012244897959183664,-0.02893099956603501,8,31
52,none,45.0,1,35,3500,3332,0.2571428571428571,0.05085714285714286,0.013714285714285714,0.013077551020408163,0.0006367346938775508,0.013190916531938934,48,178
52,none,45.0,ALL,42,4200,3953,0.2619047619047619,0.049761904761904764,0.013333333333333334,0.013032879818594106,0.0003004535147392278,0.006354009439900055,56,209
52,none,60.0,0,7,700,689,0.2857142857142857,0.017142857142857144,0.008571428571428572,0.004897959183673469,0.0036734693877551027,0.2180232558139535,6,12
52,none,60.0,1,35,3500,3332,0.2571428571428571,0.019428571428571427,0.0054285714285714284,0.004995918367346938,0.0004326530612244906,0.022710133004250677,19,68
52,none,60.0,ALL,42,4200,3953,0.2619047619047619,0.01904761904761905,0.005952380952380952,0.004988662131519275,0.0009637188208616769,0.051577669902912626,25,80
52,none,90.0,0,7,700,689,0.2857142857142857,0.0,0.0,0.0,0.0,,0,0
52,none,90.0,1,35,3500,3332,0.2571428571428571,0.0025714285714285713,0.0008571428571428571,0.0006612244897959183,0.0001959183673469388,0.07638689964671058,3,9
52,none,90.0,ALL,42,4200,3953,0.2619047619047619,0.002142857142857143,0.0007142857142857143,0.0005612244897959184,0.0001530612244897959,0.07158196134574085,3,9
52,reweighing,30.0,0,7,700,689,0.2857142857142857,0.13142857142857142,0.041428571428571426,0.037551020408163265,0.003877551020408161,0.03396739130434784,29,92
52,reweighing,30.0,1,35,3500,3332,0.2857142857142857,0.14314285714285716,0.040285714285714286,0.04089795918367347,-0.0006122448979591841,-0.004991683854698059,141,501
52,reweighing,30.0,ALL,42,4200,3953,0.2857142857142857,0.1411904761904762,0.04047619047619048,0.04034013605442177,0.0001360544217687068,0.0011220453390470841,170,593
52,reweighing,45.0,0,7,700,689,0.2857142857142857,0.04428571428571428,0.011428571428571429,0.012653061224489795,-0.0012244897959183664,-0.02893099956603501,8,31
52,reweighing,45.0,1,35,3500,3332,0.2857142857142857,0.05085714285714286,0.014,0.014530612244897958,-0.0005306122448979576,-0.010992430443282408,49,178
52,reweighing,45.0,ALL,42,4200,3953,0.2857142857142857,0.049761904761904764,0.013571428571428571,0.014217687074829932,-0.0006462585034013608,-0.01366711464431336,57,209
