seed,model_variant,threshold_min,delta_fnr_0_minus_1,delta_C_0_minus_1,delta_J_0_minus_1,delta_E_0_minus_1
66,none,45.0,0.318918918918919,-0.0002162162162162029,0.0164864864864865,0.0018337472607742001
66,none,60.0,0.318918918918919,0.0024324324324325013,0.0061081081081082005,-0.0004674945215485
66,none,90.0,0.318918918918919,0.0015675675675675999,0.0037297297297298002,0.002326953981008035
66,post_processing,30.0,0.318918918918919,0.002270270270270297,0.042918918918919,-0.0025516435354273
66,post_processing,45.0,0.318918918918919,-0.0002162162162162029,0.0164864864864865,0.0018337472607742001
66,post_processing,60.0,0.318918918918919,0.0024324324324325013,0.0061081081081082005,-0.0004674945215485
66,post_processing,90.0,0.318918918918919,0.0015675675675675999,0.0037297297297298002,0.002326953981008035
66,reweighing,30.0,0.06486486486486492,0.002270270270270297,0.013729729729729804,0.0042121256391527
66,reweighing,45.0,0.06486486486486492,-0.0002162162162162029,0.0024324324324325004,-0.0005221329437545
66,reweighing,60.0,0.06486486486486492,0.0024324324324325013,-0.0015135135135135001,-0.0031395178962746
66,reweighing,90.0,0.06486486486486492,0.0015675675675675999,-0.0002702702702702,-0.0007415631848064281
67,none,30.0,0.014705882352941207,-0.02470588235294119,-0.0034558823529411004,0.0005190311418685
67,none,45.0,0.014705882352941207,-0.0156617647058823,-0.004411764705882299,-0.0012964965397923
67,none,60.0,0.014705882352941207,-0.0092647058823529,-0.0027941176470588,-0.0007980103806228
67,none,90.0,0.014705882352941207,-0.0021323529411764004,-0.0008823529411764,-0.00043576989619379997
67,post_processing,30.0,-0.1323529411764705,-0.02470588235294119,-0.026691176470588197,-0.0007006920415224
67,post_processing,45.0,-0.1323529411764705,-0.0156617647058823,-0.0129411764705882,-0.0018241782006919998
67,post_processing,60.0,-0.1323529411764705,-0.0092647058823529,-0.005735294117647,-0.0005384948096885835
67,post_processing,90.0,-0.1323529411764705,-0.0021323529411764004,-0.0014705882352941,-0.0001589532871973
67,reweighing,30.0,-0.044117647058823484,-0.02470588235294119,-0.010808823529411697,0.0019723183391003
67,reweighing,45.0,-0.044117647058823484,-0.0156617647058823,-0.007058823529411699,-0.0007428633217993
67,reweighing,60.0,-0.044117647058823484,-0.0092647058823529,-0.0042647058823529,-0.0009883217993079
67,reweighing,90.0,-0.044117647058823484,-0.0021323529411764004,-0.0011764705882352,-0.0003838667820069999
68,none,30.0,0.2941176470588236,-0.003235294117647003,0.04470588235294119,0.0027249134948096002
68,none,45.0,0.2941176470588236,-0.008897058823529397,0.0140441176470589,0.0015376297577854
68,none,60.0,0.2941176470588236,-0.0023529411764704987,0.0068382352941177,-3.0276816609000126e-05
68,none,90.0,0.2941176470588236,-0.0019117647058823,0.0009558823529412,0.000614186851211
68,post_processing,30.0,-0.007352941176470507,-0.003235294117647003,-0.005735294117647005,-0.0034320934256053997
68,post_processing,45.0,-0.007352941176470507,-0.008897058823529397,-0.0045588235294116985,-0.0007985510380621867
68,post_processing,60.0,-0.007352941176470507,-0.0023529411764704987,-0.0007352941176470007,0.00034818339100339997
68,post_processing,90.0,-0.007352941176470507,-0.0019117647058823,7.352941176480012e-05,0.0008228806228373
68,reweighing,30.0,0.3235294117647059,-0.003235294117647003,0.0476470588235295,0.0013062283737025001
68,reweighing,45.0,0.3235294117647059,-0.008897058823529397,0.0149264705882353,0.0007244809688581
68,reweighing,60.0,0.3235294117647059,-0.0023529411764704987,0.0074264705882353,-0.0002465397923876
68,reweighing,90.0,0.3235294117647059,-0.0019117647058823,0.0009558823529412,0.0004844290657439
69,none,30.0,0.12972972972972974,-0.008000000000000007,0.013081081081081095,-0.0031783783783783
69,none,45.0,0.12972972972972974,0.007297297297297299,0.008216216216216298,-0.0015398100803507
69,none,60.0,0.12972972972972974,0.011027027027027101,0.0063243243243244,-0.0010667640613587002
69,none,90.0,0.12972972972972974,-0.0017837837837837,-0.001081081081081,-0.000858436815193572
69,post_processing,30.0,0.15675675675675682,-0.008000000000000007,0.016324324324324395,-0.0039891891891891
69,post_processing,45.0,0.15675675675675682,0.007297297297297299,0.009837837837837898,-0.0013425858290724
69,post_processing,60.0,0.15675675675675682,0.011027027027027101,0.006594594594594601,-0.0014173849525201002
69,post_processing,90.0,0.15675675675675682,-0.0017837837837837,-0.0008108108108108,-0.0006904309715121001
69,reweighing,30.0,0.12972972972972974,-0.008000000000000007,0.010918918918918996,-0.0053405405405404
69,reweighing,45.0,0.12972972972972974,0.007297297297297299,0.007675675675675699,-0.0020803506208911596
69,reweighing,60.0,0.12972972972972974,0.011027027027027101,0.0060540540540541,-0.001337034331629
69,reweighing,90.0,0.12972972972972974,-0.0017837837837837,-0.0008108108108108,-0.0005881665449234
70,none,30.0,0.2142857142857143,-0.017500000000000016,0.033214285714285696,0.0050765306122448
70,none,45.0,0.2142857142857143,-0.010357142857142898,0.0110714285714286,0.0027806122448979
70,none,60.0,0.2142857142857143,0.000714285714285702,0.005,0.0011224489795918
70,none,90.0,0.2142857142857143,-0.0014285714285714002,-0.0003571428571428,-0.0007142857142856
70,post_processing,30.0,0.0714285714285714,-0.017500000000000016,0.013571428571428599,0.0062755102040815
70,post_processing,45.0,0.0714285714285714,-0.010357142857142898,0.004285714285714301,0.0027551020408162
70,post_processing,60.0,0.0714285714285714,0.000714285714285702,0.0010714285714285999,-0.0003061224489794999
70,post_processing,90.0,0.0714285714285714,-0.0014285714285714002,-0.0014285714285714,-0.001377551020408
70,reweighing,30.0,0.2142857142857143,-0.017500000000000016,0.033214285714285696,0.0050765306122448
70,reweighing,45.0,0.2142857142857143,-0.010357142857142898,0.0110714285714286,0.0027806122448979
70,reweighing,60.0,0.2142857142857143,0.000714285714285702,0.005,0.0011224489795918
70,reweighing,90.0,0.2142857142857143,-0.0014285714285714002,-0.0003571428571428,-0.0007142857142856
71,none,30.0,0.044117647058823595,-0.008382352941176424,-0.004338235294117601,-0.0088992214532872
71,none,45.0,0.044117647058823595,0.009044117647058904,0.0011764705882352997,-0.0034980536332179
71,none,60.0,0.044117647058823595,0.008308823529411799,-0.00036764705882350035,-0.0034569636678201
71,none,90.0,0.044117647058823595,0.004926470588235301,-0.0005882352941176,-0.0019885380622838003
71,post_processing,30.0,0.014705882352941207,-0.008382352941176424,-0.007573529411764698,-0.007696799307958401
71,post_processing,45.0,0.014705882352941207,0.009044117647058904,-0.0002941176470588006,-0.0033596453287197
71,post_processing,60.0,0.014705882352941207,0.008308823529411799,-0.0006617647058823001,-0.0030763408304499
71,post_processing,90.0,0.014705882352941207,0.004926470588235301,-0.0008823529411764,-0.0021701989619377165
71,reweighing,30.0,0.044117647058823595,-0.008382352941176424,-0.0025735294117647,-0.0071345155709342
71,reweighing,45.0,0.044117647058823595,0.009044117647058904,0.0020588235294117987,-0.0026157006920415
71,reweighing,60.0,0.044117647058823595,0.008308823529411799,-0.00036764705882350035,-0.0034569636678201
71,reweighing,90.0,0.044117647058823595,0.004926470588235301,-0.0008823529411764,-0.002282655709342561
