seed,model_variant,threshold_min,delta_fnr_0_minus_1,delta_C_0_minus_1,delta_J_0_minus_1,delta_E_0_minus_1
48,none,90.0,-0.044117647058823484,0.0033088235294118002,-0.0008823529411764,-0.0015798010380622838
48,post_processing,30.0,-0.4117647058823529,-0.011029411764705788,-0.0588235294117647,0.0002768166089965
48,post_processing,45.0,-0.4117647058823529,0.013014705882352998,-0.0170588235294117,0.0028027681660899
48,post_processing,60.0,-0.4117647058823529,0.0121323529411765,-0.0061764705882352,0.0016955017301038
48,post_processing,90.0,-0.4117647058823529,0.0033088235294118002,-0.0011764705882352,3.4602076124567484e-05
48,reweighing,30.0,-0.3235294117647059,-0.011029411764705788,-0.0458823529411764,0.000553633217993
48,reweighing,45.0,-0.3235294117647059,0.013014705882352998,-0.0117647058823529,0.0038408304498269
48,reweighing,60.0,-0.3235294117647059,0.0121323529411765,-0.0041176470588235,0.0020674740484429
48,reweighing,90.0,-0.3235294117647059,0.0033088235294118002,-0.0008823529411764,6.920415224913497e-05
49,none,30.0,-0.175,0.005687499999999984,-0.027875,-0.0044578124999998
49,none,45.0,-0.175,0.003187499999999996,-0.0035000000000000014,0.0042296874999998
49,none,60.0,-0.175,0.002437500000000002,-0.0037500000000000007,-0.00046406250000010003
49,none,90.0,-0.175,-0.0026875,-0.0015625,-0.00020468750000010003
49,post_processing,30.0,-0.375,0.005687499999999984,-0.056875,-0.0042578124999999
49,post_processing,45.0,-0.375,0.003187499999999996,-0.0175,0.0004296874999999
49,post_processing,60.0,-0.375,0.002437500000000002,-0.00875,-0.0006640625
49,post_processing,90.0,-0.375,-0.0026875,-0.0015625,0.0001953124999999
49,reweighing,30.0,-0.24375,0.005687499999999984,-0.032375,0.0012574218749999999
49,reweighing,45.0,-0.24375,0.003187499999999996,-0.0099375,0.0013980468749999
49,reweighing,60.0,-0.24375,0.002437500000000002,-0.007750000000000001,-0.0027378906250000003
49,reweighing,90.0,-0.24375,-0.0026875,-0.0015625,-0.00015117187500000018
50,none,30.0,-0.04324324324324319,0.009621621621621612,0.00016216216216220075,0.0046542001460919994
50,none,45.0,-0.04324324324324319,0.0055675675675675995,-0.0009729729729728992,0.0001808619430241
50,none,60.0,-0.04324324324324319,0.0025405405405405992,-0.0011351351351351,-0.0008017531044558
50,none,90.0,-0.04324324324324319,-0.0007027027027026998,0.0,0.0002574141709276
50,post_processing,30.0,-0.07027027027027027,0.009621621621621612,-0.0033513513513512977,0.0051509130752374
50,post_processing,45.0,-0.07027027027027027,0.0055675675675675995,-0.0020540540540540005,0.000516873630387
50,post_processing,60.0,-0.07027027027027027,0.0025405405405405992,-0.0016756756756756003,-0.0008163623082541
50,post_processing,90.0,-0.07027027027027027,-0.0007027027027026998,0.0,0.00033046018991959993
